,Date,%,Country,Region,Source,Pct,Network Pct,MWh,Regional Energy Consumption,Fossil Fuel,Pounds CO2 per MWh,Tons of CO2
135,2020-01-31 00:00:00+00:00,0.02,Iceland,Iceland,Solar,0.0,0.0,2888203.9831851223,0.0,0,0.0,0.0
136,2020-01-31 00:00:00+00:00,0.02,Iceland,Iceland,Wind,0.0,0.0,2888203.9831851223,0.0,0,0.0,0.0
137,2020-01-31 00:00:00+00:00,0.04,Iran,Iran,Coal,0.00195070133973898,7.80280535895592e-05,2888203.9831851223,225.36093517754705,Coal,2210.0,225.909865484176
138,2020-01-31 00:00:00+00:00,0.04,Iran,Iran,Gas,0.621359206272713,0.02485436825090852,2888203.9831851223,71784.48538182383,Gas,910.0,29630.31515377169
139,2020-01-31 00:00:00+00:00,0.04,Iran,Iran,Hydro,0.0981765420316074,0.003927061681264296,2888203.9831851223,11342.155190041201,0,0.0,0.0
140,2020-01-31 00:00:00+00:00,0.04,Iran,Iran,Nuclear,0.0191513021759125,0.0007660520870365,2888203.9831851223,2212.5146891060954,0,0.0,0.0
141,2020-01-31 00:00:00+00:00,0.04,Iran,Iran,Oil,0.257187893040383,0.010287515721615318,2888203.9831851223,29712.44388424893,Oil,2130.0,28706.63352737204
142,2020-01-31 00:00:00+00:00,0.04,Iran,Iran,Other renewables,7.835514016738839e-05,3.134205606695536e-06,2888203.9831851223,9.052225117379189,0,0.0,0.0
143,2020-01-31 00:00:00+00:00,0.04,Iran,Iran,Solar,0.000796610591701782,3.186442366807128e-05,2888203.9831851223,92.03095536002175,0,0.0,0.0
144,2020-01-31 00:00:00+00:00,0.04,Iran,Iran,Wind,0.00129938940777585,5.1975576311034e-05,2888203.9831851223,150.1160665298707,0,0.0,0.0
145,2020-01-31 00:00:00+00:00,0.06,Kazakhstan,Kazakhstan,Coal,0.70118695943918,0.042071217566350794,2888203.9831851223,121510.25815258225,Coal,2210.0,121806.23075854305
146,2020-01-31 00:00:00+00:00,0.06,Kazakhstan,Kazakhstan,Gas,0.18671052823289,0.011202631693973399,2888203.9831851223,32355.485480689866,Gas,910.0,13355.298525116585
147,2020-01-31 00:00:00+00:00,0.06,Kazakhstan,Kazakhstan,Hydro,0.09692161529920339,0.005815296917952203,2888203.9831851223,16795.76372183372,0,0.0,0.0
148,2020-01-31 00:00:00+00:00,0.06,Kazakhstan,Kazakhstan,Nuclear,0.0,0.0,2888203.9831851223,0.0,0,0.0,0.0
