,time,values,field,asset
0,2010-11-02 00:00:00+00:00,2.7283226236209184,HashRate30dS9Pct,btc
1,2010-11-03 00:00:00+00:00,1.3375174371503966,HashRate30dS9Pct,btc
2,2010-11-04 00:00:00+00:00,0.6220431097304915,HashRate30dS9Pct,btc
3,2010-11-05 00:00:00+00:00,0.0,HashRate30dS9Pct,btc
4,2010-11-06 00:00:00+00:00,0.548809544325835,HashRate30dS9Pct,btc
5,2010-11-07 00:00:00+00:00,0.0,HashRate30dS9Pct,btc
6,2010-11-08 00:00:00+00:00,0.0,HashRate30dS9Pct,btc
7,2010-11-09 00:00:00+00:00,0.9899138054152239,HashRate30dS9Pct,btc
8,2010-11-10 00:00:00+00:00,3.1683741032949304,HashRate30dS9Pct,btc
9,2010-11-11 00:00:00+00:00,3.0901804642080317,HashRate30dS9Pct,btc
10,2010-11-12 00:00:00+00:00,4.646052976115426,HashRate30dS9Pct,btc
11,2010-11-13 00:00:00+00:00,4.631693280069719,HashRate30dS9Pct,btc
12,2010-11-14 00:00:00+00:00,5.854369525822226,HashRate30dS9Pct,btc
13,2010-11-15 00:00:00+00:00,6.215615055524248,HashRate30dS9Pct,btc
14,2010-11-16 00:00:00+00:00,7.784651571614012,HashRate30dS9Pct,btc
15,2010-11-17 00:00:00+00:00,7.163740085722343,HashRate30dS9Pct,btc
16,2010-11-18 00:00:00+00:00,7.157428655965703,HashRate30dS9Pct,btc
17,2010-11-19 00:00:00+00:00,6.341248301645675,HashRate30dS9Pct,btc
18,2010-11-20 00:00:00+00:00,8.621955048176337,HashRate30dS9Pct,btc
19,2010-11-21 00:00:00+00:00,5.150983156158373,HashRate30dS9Pct,btc
20,2010-11-22 00:00:00+00:00,2.9335356973855533,HashRate30dS9Pct,btc
21,2010-11-23 00:00:00+00:00,3.7298513610298434,HashRate30dS9Pct,btc
22,2010-11-24 00:00:00+00:00,6.649587603693527,HashRate30dS9Pct,btc
23,2010-11-25 00:00:00+00:00,6.145588728543869,HashRate30dS9Pct,btc
24,2010-11-26 00:00:00+00:00,6.089436939882262,HashRate30dS9Pct,btc
25,2010-11-27 00:00:00+00:00,5.605585068629959,HashRate30dS9Pct,btc
26,2010-11-28 00:00:00+00:00,6.814317075782909,HashRate30dS9Pct,btc
27,2010-11-29 00:00:00+00:00,4.772765048752104,HashRate30dS9Pct,btc
28,2010-11-30 00:00:00+00:00,4.425793048334391,HashRate30dS9Pct,btc
29,2010-12-01 00:00:00+00:00,2.589381235102042,HashRate30dS9Pct,btc
30,2010-12-02 00:00:00+00:00,2.337567920986579,HashRate30dS9Pct,btc
31,2010-12-03 00:00:00+00:00,6.876946604052374,HashRate30dS9Pct,btc
32,2010-12-04 00:00:00+00:00,6.568487207058257,HashRate30dS9Pct,btc
33,2010-12-05 00:00:00+00:00,7.813077029236261,HashRate30dS9Pct,btc
34,2010-12-06 00:00:00+00:00,7.618186113446882,HashRate30dS9Pct,btc
35,2010-12-07 00:00:00+00:00,7.926047499883423,HashRate30dS9Pct,btc
36,2010-12-08 00:00:00+00:00,5.840363017905553,HashRate30dS9Pct,btc
37,2010-12-09 00:00:00+00:00,6.544278540277402,HashRate30dS9Pct,btc
38,2010-12-10 00:00:00+00:00,5.172153251366402,HashRate30dS9Pct,btc
39,2010-12-11 00:00:00+00:00,4.834709291644658,HashRate30dS9Pct,btc
40,2010-12-12 00:00:00+00:00,5.5524081906299045,HashRate30dS9Pct,btc
41,2010-12-13 00:00:00+00:00,5.0608313714552535,HashRate30dS9Pct,btc
42,2010-12-14 00:00:00+00:00,5.190152150231328,HashRate30dS9Pct,btc
43,2010-12-15 00:00:00+00:00,4.071856995371345,HashRate30dS9Pct,btc
44,2010-12-16 00:00:00+00:00,4.00496520888247,HashRate30dS9Pct,btc
45,2010-12-17 00:00:00+00:00,4.791317145659315,HashRate30dS9Pct,btc
46,2010-12-18 00:00:00+00:00,3.9423185471688673,HashRate30dS9Pct,btc
47,2010-12-19 00:00:00+00:00,3.4138089394484097,HashRate30dS9Pct,btc
48,2010-12-20 00:00:00+00:00,1.7186830961022397,HashRate30dS9Pct,btc
49,2010-12-21 00:00:00+00:00,3.081474106492148,HashRate30dS9Pct,btc
50,2010-12-22 00:00:00+00:00,1.4348711543260906,HashRate30dS9Pct,btc
51,2010-12-23 00:00:00+00:00,2.8232912214048045,HashRate30dS9Pct,btc
52,2010-12-24 00:00:00+00:00,0.5256808076796865,HashRate30dS9Pct,btc
53,2010-12-25 00:00:00+00:00,1.2148823266377877,HashRate30dS9Pct,btc
54,2010-12-26 00:00:00+00:00,1.492409933895179,HashRate30dS9Pct,btc
55,2010-12-27 00:00:00+00:00,0.7601375547449644,HashRate30dS9Pct,btc
56,2010-12-28 00:00:00+00:00,0.0,HashRate30dS9Pct,btc
57,2010-12-29 00:00:00+00:00,0.47162986031946846,HashRate30dS9Pct,btc
58,2010-12-30 00:00:00+00:00,0.0,HashRate30dS9Pct,btc
59,2010-12-31 00:00:00+00:00,0.0,HashRate30dS9Pct,btc
60,2011-01-01 00:00:00+00:00,0.0,HashRate30dS9Pct,btc
61,2011-01-02 00:00:00+00:00,0.0,HashRate30dS9Pct,btc
62,2011-01-03 00:00:00+00:00,0.0,HashRate30dS9Pct,btc
63,2011-01-04 00:00:00+00:00,0.0,HashRate30dS9Pct,btc
64,2011-01-05 00:00:00+00:00,0.0,HashRate30dS9Pct,btc
65,2011-01-06 00:00:00+00:00,0.0,HashRate30dS9Pct,btc
66,2011-01-07 00:00:00+00:00,0.0,HashRate30dS9Pct,btc
67,2011-01-08 00:00:00+00:00,0.0,HashRate30dS9Pct,btc
68,2011-01-09 00:00:00+00:00,0.0,HashRate30dS9Pct,btc
69,2011-01-10 00:00:00+00:00,0.0,HashRate30dS9Pct,btc
70,2011-01-11 00:00:00+00:00,0.0,HashRate30dS9Pct,btc
71,2011-01-12 00:00:00+00:00,0.0,HashRate30dS9Pct,btc
72,2011-01-13 00:00:00+00:00,0.0,HashRate30dS9Pct,btc
73,2011-01-14 00:00:00+00:00,0.0,HashRate30dS9Pct,btc
74,2011-01-15 00:00:00+00:00,0.0,HashRate30dS9Pct,btc
75,2011-01-16 00:00:00+00:00,0.0,HashRate30dS9Pct,btc
76,2011-01-17 00:00:00+00:00,0.0,HashRate30dS9Pct,btc
77,2011-01-18 00:00:00+00:00,0.0,HashRate30dS9Pct,btc
78,2011-01-19 00:00:00+00:00,0.0,HashRate30dS9Pct,btc
79,2011-01-20 00:00:00+00:00,0.0,HashRate30dS9Pct,btc
80,2011-01-21 00:00:00+00:00,0.0,HashRate30dS9Pct,btc
81,2011-01-22 00:00:00+00:00,0.0,HashRate30dS9Pct,btc
82,2011-01-23 00:00:00+00:00,0.0,HashRate30dS9Pct,btc
83,2011-01-24 00:00:00+00:00,0.0,HashRate30dS9Pct,btc
84,2011-01-25 00:00:00+00:00,0.0,HashRate30dS9Pct,btc
85,2011-01-26 00:00:00+00:00,0.0,HashRate30dS9Pct,btc
86,2011-01-27 00:00:00+00:00,0.0,HashRate30dS9Pct,btc
87,2011-01-28 00:00:00+00:00,0.0,HashRate30dS9Pct,btc
88,2011-01-29 00:00:00+00:00,0.0,HashRate30dS9Pct,btc
89,2011-01-30 00:00:00+00:00,0.0,HashRate30dS9Pct,btc
90,2011-01-31 00:00:00+00:00,0.0,HashRate30dS9Pct,btc
91,2011-02-01 00:00:00+00:00,0.0,HashRate30dS9Pct,btc
92,2011-02-02 00:00:00+00:00,0.0,HashRate30dS9Pct,btc
93,2011-02-03 00:00:00+00:00,0.0,HashRate30dS9Pct,btc
94,2011-02-04 00:00:00+00:00,0.0,HashRate30dS9Pct,btc
95,2011-02-05 00:00:00+00:00,0.0,HashRate30dS9Pct,btc
96,2011-02-06 00:00:00+00:00,0.0,HashRate30dS9Pct,btc
97,2011-02-07 00:00:00+00:00,0.0,HashRate30dS9Pct,btc
98,2011-02-08 00:00:00+00:00,0.0,HashRate30dS9Pct,btc
99,2011-02-09 00:00:00+00:00,0.0,HashRate30dS9Pct,btc
100,2011-02-10 00:00:00+00:00,0.0,HashRate30dS9Pct,btc
101,2011-02-11 00:00:00+00:00,0.0,HashRate30dS9Pct,btc
102,2011-02-12 00:00:00+00:00,0.0,HashRate30dS9Pct,btc
103,2011-02-13 00:00:00+00:00,0.0,HashRate30dS9Pct,btc
104,2011-02-14 00:00:00+00:00,0.0,HashRate30dS9Pct,btc
105,2011-02-15 00:00:00+00:00,0.0,HashRate30dS9Pct,btc
106,2011-02-16 00:00:00+00:00,0.0,HashRate30dS9Pct,btc
107,2011-02-17 00:00:00+00:00,0.0,HashRate30dS9Pct,btc
108,2011-02-18 00:00:00+00:00,0.0,HashRate30dS9Pct,btc
109,2011-02-19 00:00:00+00:00,0.0,HashRate30dS9Pct,btc
110,2011-02-20 00:00:00+00:00,0.0,HashRate30dS9Pct,btc
111,2011-02-21 00:00:00+00:00,0.0,HashRate30dS9Pct,btc
112,2011-02-22 00:00:00+00:00,0.0,HashRate30dS9Pct,btc
113,2011-02-23 00:00:00+00:00,1.47089838323512,HashRate30dS9Pct,btc
114,2011-02-24 00:00:00+00:00,0.0,HashRate30dS9Pct,btc
115,2011-02-25 00:00:00+00:00,0.0,HashRate30dS9Pct,btc
116,2011-02-26 00:00:00+00:00,0.0,HashRate30dS9Pct,btc
117,2011-02-27 00:00:00+00:00,0.34561981668009917,HashRate30dS9Pct,btc
118,2011-02-28 00:00:00+00:00,0.0,HashRate30dS9Pct,btc
119,2011-03-01 00:00:00+00:00,1.307701186996414,HashRate30dS9Pct,btc
120,2011-03-02 00:00:00+00:00,0.5739533552025228,HashRate30dS9Pct,btc
121,2011-03-03 00:00:00+00:00,0.0,HashRate30dS9Pct,btc
122,2011-03-04 00:00:00+00:00,0.0,HashRate30dS9Pct,btc
123,2011-03-05 00:00:00+00:00,1.1464535532370717,HashRate30dS9Pct,btc
124,2011-03-06 00:00:00+00:00,3.4549468946187494,HashRate30dS9Pct,btc
125,2011-03-07 00:00:00+00:00,0.0,HashRate30dS9Pct,btc
126,2011-03-08 00:00:00+00:00,0.0,HashRate30dS9Pct,btc
127,2011-03-09 00:00:00+00:00,1.8517351898177912,HashRate30dS9Pct,btc
128,2011-03-10 00:00:00+00:00,1.2383978564491875,HashRate30dS9Pct,btc
129,2011-03-11 00:00:00+00:00,0.0,HashRate30dS9Pct,btc
130,2011-03-12 00:00:00+00:00,0.0,HashRate30dS9Pct,btc
131,2011-03-13 00:00:00+00:00,0.0,HashRate30dS9Pct,btc
132,2011-03-14 00:00:00+00:00,0.0,HashRate30dS9Pct,btc
133,2011-03-15 00:00:00+00:00,0.0,HashRate30dS9Pct,btc
134,2011-03-16 00:00:00+00:00,0.0,HashRate30dS9Pct,btc
135,2011-03-17 00:00:00+00:00,0.0,HashRate30dS9Pct,btc
136,2011-03-18 00:00:00+00:00,0.0,HashRate30dS9Pct,btc
137,2011-03-19 00:00:00+00:00,0.0,HashRate30dS9Pct,btc
138,2011-03-20 00:00:00+00:00,0.0,HashRate30dS9Pct,btc
139,2011-03-21 00:00:00+00:00,0.0,HashRate30dS9Pct,btc
140,2011-03-22 00:00:00+00:00,0.0,HashRate30dS9Pct,btc
141,2011-03-23 00:00:00+00:00,0.0,HashRate30dS9Pct,btc
142,2011-03-24 00:00:00+00:00,0.0,HashRate30dS9Pct,btc
143,2011-03-25 00:00:00+00:00,0.0,HashRate30dS9Pct,btc
144,2011-03-26 00:00:00+00:00,0.0,HashRate30dS9Pct,btc
145,2011-03-27 00:00:00+00:00,0.0,HashRate30dS9Pct,btc
146,2011-03-28 00:00:00+00:00,0.0,HashRate30dS9Pct,btc
147,2011-03-29 00:00:00+00:00,0.0,HashRate30dS9Pct,btc
148,2011-03-30 00:00:00+00:00,0.0,HashRate30dS9Pct,btc
149,2011-03-31 00:00:00+00:00,0.0,HashRate30dS9Pct,btc
150,2011-04-01 00:00:00+00:00,0.0,HashRate30dS9Pct,btc
151,2011-04-02 00:00:00+00:00,0.0,HashRate30dS9Pct,btc
